140,10,203530
140,15,188561
140,20,173285
140,25,173726
140,30,174467
140,35,171541
140,40,197548
140,45,172895
140,50,172409
140,55,171579
140,60,172957
140,65,201851
140,70,172824
140,75,177978
140,80,178708
140,85,186612
140,90,173587
140,95,176729
