320,10,193874
320,15,186247
320,20,183171
320,25,208628
320,30,180296
320,35,180294
320,40,175998
320,45,174963
320,50,180452
320,55,181258
320,60,173316
320,65,172651
320,70,199257
320,75,183213
320,80,186014
320,85,214475
320,90,193132
320,95,205958
