180,10,168129
180,15,198752
180,20,166529
180,25,197653
180,30,170575
180,35,177296
180,40,349732
180,45,192006
180,50,190604
180,55,162888
180,60,175466
180,65,196108
180,70,175522
180,75,166436
180,80,184024
180,85,173280
180,90,170927
180,95,199184
